CustomerID,CustomerName,Country,CustomerSegment,RegistrationDate
13016.0,Karen Johnston,United Kingdom,Wholesale,2011-08-08
13018.0,Donald Thomas,United Kingdom,Wholesale,2011-02-17
13030.0,Willie Alvarado,United Kingdom,Online,2010-12-06
13032.0,Debbie Collins MD,United Kingdom,Online,2011-09-13
13034.0,Mark Brandt,United Kingdom,Retail,2011-10-16
13037.0,Dean Wood,United Kingdom,Online,2011-05-04
13046.0,Gregory French,United Kingdom,Retail,2011-11-09
13048.0,Alexa Johnson,United Kingdom,Wholesale,2011-04-15
13050.0,Chelsey Bryan,United Kingdom,Wholesale,2010-12-20
13052.0,Marissa Rhodes,United Kingdom,Wholesale,2011-05-11
13055.0,Emily Schaefer,United Kingdom,Wholesale,2011-09-22
13064.0,Jennifer Boyle,United Kingdom,Online,2011-01-16
13066.0,Joseph Rosario,United Kingdom,Wholesale,2011-11-15
13067.0,Felicia Lee,United Kingdom,Online,2011-09-18
13069.0,Emily Powell,United Kingdom,Retail,2010-12-05
13078.0,Jeffery Price,United Kingdom,Online,2010-12-08
13081.0,Megan Scott,United Kingdom,Wholesale,2011-01-05
13089.0,Lisa Gibson,United Kingdom,Wholesale,2011-01-06
13090.0,Jordan Zuniga,United Kingdom,Retail,2011-04-15
13093.0,James Gibson,United Kingdom,Wholesale,2010-12-16
13097.0,Sandra Chan,United Kingdom,Online,2011-06-19
13098.0,James Schaefer,United Kingdom,Online,2011-02-08
13102.0,Lee King,United Kingdom,Wholesale,2011-01-11
13110.0,Jeremy Edwards,United Kingdom,Retail,2011-02-01
13113.0,Lori Cochran,United Kingdom,Wholesale,2010-12-08
13115.0,Kristin Thompson,United Kingdom,Wholesale,2010-12-08
13117.0,Peter Hayes,United Kingdom,Retail,2010-12-09
13118.0,Jesus Henry,United Kingdom,Wholesale,2011-03-31
13121.0,Sarah Brown,United Kingdom,Retail,2011-03-15
13124.0,Daniel Anderson,United Kingdom,Wholesale,2011-09-11
13126.0,Lauren Lopez,United Kingdom,Wholesale,2011-03-10
13134.0,Sheila Watson,United Kingdom,Retail,2011-04-13
13136.0,Kevin Graham,United Kingdom,Retail,2011-07-20
13137.0,Tony Johnston,United Kingdom,Wholesale,2011-04-01
13139.0,Toni Davis,United Kingdom,Wholesale,2011-09-28
13141.0,Valerie Hodge MD,United Kingdom,Wholesale,2011-04-19
13148.0,Carl Ruiz,United Kingdom,Wholesale,2011-01-30
13149.0,Sherry Smith,United Kingdom,Online,2011-11-25
13151.0,Christine Edwards,United Kingdom,Wholesale,2011-02-17
13155.0,Terry Coleman,United Kingdom,Retail,2010-12-06
13158.0,Mrs. Heather Hall,United Kingdom,Wholesale,2011-01-25
13162.0,Daniel Turner,United Kingdom,Online,2011-01-09
13165.0,Kelsey Joyce,United Kingdom,Wholesale,2011-10-24
13167.0,Morgan Scott,United Kingdom,Retail,2011-07-19
13168.0,Melinda Lopez,United Kingdom,Wholesale,2011-01-25
13173.0,Amanda Cooper,United Kingdom,Online,2010-12-07
13176.0,Lisa Gibson,United Kingdom,Wholesale,2011-10-24
13177.0,Brad Stanley,United Kingdom,Online,2011-10-06
13183.0,Kelly Rodriguez,United Kingdom,Online,2011-01-09
13184.0,Thomas Adams,United Kingdom,Wholesale,2011-02-22
13186.0,Jamie Russell,United Kingdom,Retail,2011-09-07
13187.0,Daniel Holland,United Kingdom,Retail,2011-01-06
13196.0,Rachel Brown,United Kingdom,Online,2011-09-16
13198.0,Jaime Love,United Kingdom,Online,2010-12-13
13199.0,Matthew Smith PhD,United Kingdom,Wholesale,2011-10-06
13208.0,Megan Hancock,United Kingdom,Online,2011-05-17
13209.0,Barbara Ramirez,United Kingdom,Wholesale,2011-11-09
13211.0,Theresa Scott,United Kingdom,Online,2011-09-05
13212.0,Richard Brown,United Kingdom,Retail,2011-10-09
13213.0,Doris Lambert,United Kingdom,Online,2011-08-03
13217.0,John Little,United Kingdom,Wholesale,2011-08-09
13223.0,Jason Dyer,United Kingdom,Online,2011-05-23
13224.0,Christine Swanson,United Kingdom,Retail,2011-07-11
13230.0,Alexandria Lam,United Kingdom,Retail,2010-12-09
13235.0,Margaret Harrison,United Kingdom,Wholesale,2011-05-11
13238.0,Nicholas Cooke,United Kingdom,Wholesale,2011-11-16
13240.0,Amy Morrison,United Kingdom,Retail,2011-06-19
13263.0,Trevor West,United Kingdom,Retail,2011-03-06
13265.0,Stephanie Williams DDS,United Kingdom,Online,2011-10-17
13266.0,Daniel Obrien,United Kingdom,Wholesale,2011-04-19
13267.0,Regina Johnson,United Kingdom,Wholesale,2011-03-09
13268.0,Morgan Morgan,United Kingdom,Wholesale,2011-03-17
13269.0,Vanessa Miller,United Kingdom,Wholesale,2010-12-05
13271.0,Jesse Johnson,United Kingdom,Online,2011-11-02
13272.0,James Short,United Kingdom,Online,2011-11-08
13276.0,Morgan Bates,United Kingdom,Online,2011-09-01
13282.0,Gail Brown,United Kingdom,Wholesale,2011-05-12
13285.0,Jason Bates,United Kingdom,Online,2011-04-27
13300.0,Wayne Powers,United Kingdom,Wholesale,2011-06-23
13305.0,Heidi Hunter,United Kingdom,Online,2011-04-08
13309.0,Laura Murphy,United Kingdom,Retail,2011-02-04
13314.0,Kylie Freeman,United Kingdom,Online,2011-10-07
13316.0,Debra Ward,United Kingdom,Online,2011-03-30
13317.0,Wesley Thomas,United Kingdom,Wholesale,2011-10-04
13319.0,Sheila Hill,United Kingdom,Retail,2010-12-20
13320.0,Susan Wilkerson,United Kingdom,Online,2011-08-25
13324.0,Kent Adams,United Kingdom,Online,2011-05-20
13325.0,Kenneth Copeland,United Kingdom,Online,2011-09-19
13330.0,Frank Schmidt,United Kingdom,Retail,2011-01-28
13340.0,Joshua Wright,United Kingdom,Wholesale,2011-07-17
13344.0,Brendan Cochran,United Kingdom,Online,2011-03-07
13354.0,Michelle Wyatt,United Kingdom,Wholesale,2011-09-29
13355.0,Michele Gonzalez,United Kingdom,Wholesale,2011-08-09
13357.0,Victoria Ibarra,United Kingdom,Wholesale,2011-03-27
13358.0,Marie Bailey,United Kingdom,Wholesale,2011-03-16
13359.0,Jose Curtis,United Kingdom,Retail,2011-10-07
13362.0,John Williams,United Kingdom,Online,2011-02-25
13363.0,Brian Woodard,United Kingdom,Online,2011-10-27
13365.0,Joseph Patterson,United Kingdom,Online,2011-05-06
13368.0,Sabrina Moore,United Kingdom,Online,2011-03-28
13373.0,Benjamin Compton Jr.,United Kingdom,Retail,2011-10-10
13376.0,Jesus Murray,United Kingdom,Retail,2011-09-01
13379.0,Michael Myers,United Kingdom,Wholesale,2011-11-13
13381.0,Diana Jones,United Kingdom,Wholesale,2011-02-14
13384.0,Amanda Mills,United Kingdom,Retail,2011-06-14
13385.0,Shaun Hernandez,United Kingdom,Retail,2011-01-14
13389.0,Michael Schmidt,United Kingdom,Wholesale,2011-04-21
13396.0,David Griffin,United Kingdom,Retail,2011-11-10
13402.0,Taylor Ross,United Kingdom,Online,2010-12-02
13405.0,Thomas Shepherd,United Kingdom,Retail,2011-01-26
13408.0,Amy Riley,United Kingdom,Retail,2011-03-23
13414.0,David Villanueva,United Kingdom,Online,2011-07-29
13416.0,Rhonda Lopez,United Kingdom,Retail,2011-10-27
13421.0,Timothy Holt,United Kingdom,Wholesale,2011-02-22
13422.0,Eric Mills,United Kingdom,Online,2011-10-06
13425.0,Keith Phillips,United Kingdom,Wholesale,2011-06-24
13427.0,Jerry Young,United Kingdom,Wholesale,2011-11-20
13428.0,Kimberly Graham,United Kingdom,Online,2011-11-29
13429.0,Evan Taylor,United Kingdom,Retail,2011-11-29
13430.0,Erin Thompson,United Kingdom,Wholesale,2011-09-14
13431.0,David Ward,United Kingdom,Wholesale,2011-09-12
13437.0,Marcia Mitchell,United Kingdom,Online,2011-06-02
13448.0,Kimberly Miller,United Kingdom,Wholesale,2011-09-20
13449.0,James Perez,United Kingdom,Online,2011-11-16
13450.0,Heather Scott,United Kingdom,Retail,2011-05-05
13451.0,Chad Sheppard,United Kingdom,Wholesale,2011-03-15
13453.0,Joyce Graham,United Kingdom,Online,2011-06-27
13455.0,James Jones,United Kingdom,Retail,2011-01-14
13458.0,Larry Brown,United Kingdom,Online,2011-01-06
13464.0,Michael Jones,United Kingdom,Retail,2011-10-12
13467.0,Crystal Lopez,United Kingdom,Online,2011-11-29
13468.0,Angela Potter,United Kingdom,Online,2010-12-01
13471.0,Lauren Richardson,United Kingdom,Wholesale,2011-10-23
13473.0,Jeremy Garcia,United Kingdom,Online,2011-01-11
13476.0,Jessica Woods,United Kingdom,Retail,2011-06-14
13477.0,Joseph Taylor,United Kingdom,Retail,2011-05-12
13481.0,Valerie Pham,United Kingdom,Wholesale,2011-03-28
13486.0,Tristan Mason,United Kingdom,Wholesale,2011-08-03
13488.0,Stephen Anderson,United Kingdom,Online,2010-12-07
13495.0,Aaron Gates,United Kingdom,Online,2010-12-06
13499.0,Charles Mckenzie,United Kingdom,Retail,2011-09-27
13500.0,Olivia Lewis,United Kingdom,Online,2011-08-09
13507.0,Emily Morgan,United Kingdom,Online,2011-07-17
13509.0,Jenna Brown,United Kingdom,Online,2011-02-28
13510.0,Mario Huang,United Kingdom,Retail,2011-06-09
13517.0,Carlos Johnson,United Kingdom,Retail,2011-08-25
13520.0,Kim Johnson,Switzerland,Online,2010-12-03
13521.0,Jeffrey Newman,United Kingdom,Retail,2011-11-29
13523.0,Stephanie Riley,United Kingdom,Online,2011-10-24
13525.0,Sandra Lawrence,United Kingdom,Retail,2011-11-25
13527.0,Eric Edwards,United Kingdom,Online,2011-08-14
13532.0,Morgan Hardy,United Kingdom,Online,2011-11-06
13533.0,Justin Howard,United Kingdom,Online,2011-03-17
13534.0,Travis Barajas,United Kingdom,Wholesale,2010-12-16
13536.0,Tami West,United Kingdom,Wholesale,2011-09-25
13546.0,Pamela Wright,United Kingdom,Retail,2011-05-23
13552.0,Joseph Lewis,United Kingdom,Online,2011-06-13
13555.0,Lindsay Stanley MD,United Kingdom,Online,2011-09-27
13557.0,Robert Mcconnell,United Kingdom,Online,2011-11-11
13558.0,Brett Vance,United Kingdom,Online,2011-10-02
13562.0,Eric Rojas,United Kingdom,Online,2011-04-08
13563.0,Brian Mitchell,United Kingdom,Online,2011-07-22
13564.0,Lisa Porter,United Kingdom,Wholesale,2010-12-20
13566.0,Taylor Pugh,United Kingdom,Retail,2011-09-18
13569.0,Amy Graves,United Kingdom,Wholesale,2010-12-07
13570.0,Theresa Williams,United Kingdom,Retail,2011-04-10
13571.0,Molly Fields,United Kingdom,Wholesale,2011-03-31
13572.0,Courtney Clay,United Kingdom,Online,2011-05-18
13577.0,Rachel Porter,United Kingdom,Wholesale,2011-04-12
13583.0,Leslie Martinez,United Kingdom,Retail,2011-07-07
13588.0,Gregory Patterson,United Kingdom,Online,2011-08-11
13593.0,Joshua Brady,United Kingdom,Online,2011-01-07
13598.0,Jaclyn Sanders,United Kingdom,Retail,2011-10-23
13599.0,Emma White,United Kingdom,Wholesale,2011-03-10
13601.0,Adrian Woods,United Kingdom,Retail,2011-05-12
13602.0,Laura Peterson,United Kingdom,Online,2011-10-06
13606.0,Marisa Weaver,United Kingdom,Retail,2011-04-10
13610.0,Nathaniel White,United Kingdom,Wholesale,2011-04-10
13614.0,Teresa Norris,United Kingdom,Online,2011-01-13
13617.0,Michael Woodward,United Kingdom,Online,2011-10-30
13618.0,Teresa Colon,United Kingdom,Wholesale,2011-06-19
13623.0,Kevin Moreno,United Kingdom,Online,2011-05-13
13626.0,Thomas Vasquez,United Kingdom,Wholesale,2011-04-01
13627.0,Samantha Coleman,United Kingdom,Retail,2010-12-17
13632.0,Amy Jenkins,United Kingdom,Retail,2011-10-28
13634.0,Dr. Sara Gutierrez,United Kingdom,Wholesale,2011-04-11
13637.0,Terry Keller,United Kingdom,Retail,2011-06-05
13639.0,Erin Moreno,United Kingdom,Wholesale,2011-09-26
13643.0,Cody Lara,United Kingdom,Wholesale,2011-11-08
13644.0,Ricardo Bradford,United Kingdom,Wholesale,2011-08-26
13650.0,Rebecca Bowen,United Kingdom,Retail,2011-11-23
13654.0,Angela Hill,United Kingdom,Wholesale,2011-05-22
13656.0,Carol Porter,United Kingdom,Online,2011-01-06
13657.0,Margaret Jackson,United Kingdom,Online,2011-05-22
13658.0,William Lucas,United Kingdom,Retail,2011-09-15
13662.0,Matthew Brown,United Kingdom,Online,2011-05-11
13667.0,Sarah Flores,United Kingdom,Retail,2011-07-13
13668.0,Harry Wilson,United Kingdom,Online,2011-02-03
13675.0,Lisa Larson,United Kingdom,Wholesale,2011-02-28
13678.0,Jenny Tucker,United Kingdom,Online,2011-07-11
13680.0,Jimmy Matthews,United Kingdom,Wholesale,2011-01-04
13684.0,Robert Jones,United Kingdom,Wholesale,2011-02-27
13694.0,Tyler Jones,United Kingdom,Retail,2010-12-16
13697.0,Matthew Mccullough,United Kingdom,Retail,2011-11-01
13700.0,Jessica Johnson,United Kingdom,Online,2011-01-16
13705.0,Patricia Gonzalez,United Kingdom,Retail,2011-07-18
13707.0,Elizabeth Collier,United Kingdom,Retail,2011-01-28
13708.0,Dana Weber,United Kingdom,Retail,2011-03-13
13709.0,Brooke Mcdaniel,United Kingdom,Online,2011-06-24
13715.0,Robert Garcia,United Kingdom,Online,2010-12-02
13717.0,Sierra Garcia,United Kingdom,Online,2011-08-03
13720.0,Darrell Johnson,United Kingdom,Online,2011-03-30
13722.0,Michael Murphy,United Kingdom,Retail,2011-03-02
13725.0,Roberto Hernandez,United Kingdom,Online,2011-02-04
13726.0,Gregory Bell,United Kingdom,Retail,2011-08-31
13732.0,Rachael Martinez,United Kingdom,Online,2011-11-11
13735.0,Derek Smith,United Kingdom,Wholesale,2011-06-17
13739.0,Jose Gonzales,United Kingdom,Online,2011-11-21
13741.0,Veronica Peters,United Kingdom,Online,2011-05-06
13742.0,Cynthia Bray,United Kingdom,Retail,2011-01-23
13748.0,Eric Mason,United Kingdom,Online,2011-04-07
13752.0,Kayla Moore,United Kingdom,Wholesale,2011-04-07
13755.0,Brandon Villarreal,United Kingdom,Wholesale,2011-11-21
13756.0,Amanda Reyes,United Kingdom,Online,2011-10-10
13763.0,Hannah Porter,United Kingdom,Online,2011-06-21
13764.0,Dawn Harris,United Kingdom,Wholesale,2011-07-18
13767.0,Rachel Fernandez,United Kingdom,Wholesale,2011-05-20
13769.0,Kathleen Fernandez,United Kingdom,Wholesale,2011-03-29
13772.0,Barbara Gregory,United Kingdom,Wholesale,2011-09-04
13777.0,William Ali,United Kingdom,Wholesale,2011-03-08
13782.0,Michael Jones,United Kingdom,Retail,2011-01-16
13798.0,Kirsten Lowe,United Kingdom,Wholesale,2010-12-10
13800.0,Paul Herman,United Kingdom,Retail,2011-02-03
13802.0,Dustin Farrell,United Kingdom,Wholesale,2011-03-30
13804.0,Christopher Taylor,United Kingdom,Online,2011-09-22
13808.0,Amy Navarro,United Kingdom,Wholesale,2011-10-05
13810.0,Jeffrey Wright Jr.,Germany,Retail,2011-11-11
13811.0,Jason Stone,Germany,Online,2011-04-14
13813.0,Jordan Baker,Germany,Online,2011-09-30
13822.0,Heather Williams,United Kingdom,Retail,2011-10-30
